hotel	city	location	zone	star	mgrgroup	brand	openyear	roomquantity	ratingoverall	ratingroom	ratingatmosphere	ratingservice	ratingcostbenefit	fromrailway	fromairport	fromcitycenter	fromrailway2	fromairport2	fromcitycenter2	lat	lon	diy_breakfast	west_breakfast	chi_breakfast
3210792	1	96	40	3	263	152	2010-10-01	221	4.3804	4.3715	4.5575	4.3511	4.2414	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
3210834	1	94	654	4	32	21	2010-09-01	275	4.5759	4.6263	4.5709	4.5683	4.5379	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3210855	1	94	147	4	0	0	1999-08-01	378	4.1665	4.1812	4.4447	4.0259	4.0141	NULL	NULL	4.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3212255	1	93	31	2	322	132	NULL	59	4.5139	4.5906	4.5692	4.5068	4.3889	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3214488	1	96	36	3	0	0	2006-01-01	103	4.1965	4.23	4.2875	4.2077	4.0607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3214824	1	92	41	2	1	110	2009-08-01	84	4.4655	4.5304	4.4836	4.5397	4.3084	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3215482	1	94	893	2	322	132	NULL	91	4.5385	4.6154	4.4087	4.6442	4.4856	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3216098	1	94	654	2	322	440	2011-10-01	100	4.3042	4.3025	4.4332	4.3311	4.1499	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3216105	1	98	897	2	291	50	2014-10-01	99	4.3996	4.6378	4.1811	4.378	4.4016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3216322	1	98	897	4	0	0	2010-01-01	245	4.1809	4.2787	4.1222	4.1663	4.1565	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48	NULL
3217204	1	94	654	2	0	0	2008-04-01	51	4.1042	4.1884	4.1812	4.0761	3.971	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3217484	1	94	654	2	0	0	2007-08-01	35	4.0304	4.0994	4.1751	3.9716	3.8754	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3218240	1	96	136	2	322	132	2008-08-01	117	4.5076	4.5723	4.4828	4.5457	4.4297	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3220753	1	104	900	2	162	39	2010-03-01	72	4.3918	4.5183	4.2077	4.4572	4.3839	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3220781	1	93	31	2	0	0	2008-07-01	106	4.4524	4.4214	4.7269	4.5147	4.1467	NULL	NULL	NULL	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3220893	1	94	654	2	5	664	2011-05-01	78	3.72	3.72	3.96	3.64	3.56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3221677	1	94	147	2	0	0	2014-06-01	28	4.5466	4.6291	4.4469	4.5293	4.5813	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3221803	1	98	897	4	0	0	2014-06-01	144	4.3746	4.5971	4.0725	4.3638	4.4652	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3222671	1	93	31	5	695	804	2006-12-01	500	4.6832	4.7248	4.7806	4.6126	4.6146	1.7999999523162842	26.0	1.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3222741	1	93	135	5	0	0	2011-05-01	248	4.6089	4.6623	4.6403	4.5957	4.5374	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3222853	1	92	41	5	0	0	2008-02-01	320	4.4235	4.3938	4.6975	4.3286	4.2741	6.0	30.0	2.5	0.10000000149011612	0.10000000149011612	0.10000000149011612	NULL	NULL	NULL	NULL	NULL
3222860	1	93	31	4	0	0	1992-01-01	306	4.3998	4.4205	4.6321	4.3568	4.1898	3.0	30.0	1.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3223217	1	101	147	4	0	0	2008-01-01	286	4.3541	4.3913	4.3639	4.3889	4.2722	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3223322	1	105	653	5	7	138	2000-01-01	269	4.4108	4.4956	4.3819	4.4444	4.3211	NULL	NULL	20.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
3223364	1	92	41	4	0	0	2003-01-01	200	4.3474	4.3417	4.6621	4.2422	4.1435	NULL	NULL	2.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3223448	1	96	651	5	32	23	2008-09-01	298	4.599	4.6774	4.5614	4.5926	4.5647	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3223840	1	94	135	2	281	160	2013-02-01	106	3.9829	4.1574	4.1226	3.961	3.6908	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3224344	1	92	40	2	322	132	2008-07-01	92	4.1197	4.2008	4.2355	4.1429	3.8996	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7
3226752	1	96	40	2	322	132	2010-12-01	84	4.3605	4.3987	4.51	4.3638	4.1694	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7
3227655	1	96	136	5	0	0	1997-11-01	408	4.4397	4.5208	4.4348	4.4365	4.3665	10.5	37.0	8.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3227949	1	101	47	4	0	0	2009-11-01	136	4.2513	4.352	4.2334	4.222	4.1978	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228404	1	94	654	5	28	823	NULL	439	4.7691	4.8729	4.661	4.75	4.7924	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228460	1	94	138	4	0	0	2002-01-01	192	4.2948	4.3465	4.3658	4.3391	4.1279	13.0	25.0	12.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
3228467	1	98	44	3	0	0	2013-08-01	128	3.8756	3.9457	3.8472	3.9874	3.7221	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228537	1	101	136	2	322	132	2010-06-01	148	4.0857	4.1626	4.181	4.1055	3.8935	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7
3228558	1	94	37	5	7	138	1988-01-01	589	4.7158	4.7484	4.7552	4.7006	4.6591	8.0	20.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228782	1	94	37	5	0	0	2011-03-01	266	4.5011	4.5628	4.5636	4.453	4.4249	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228922	1	98	44	5	135	73	2010-08-01	371	4.652	4.7314	4.609	4.6232	4.6445	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228950	1	94	137	5	32	23	2008-07-01	519	4.6434	4.7396	4.5644	4.6311	4.6384	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3228978	1	94	138	4	0	0	1990-01-01	600	4.1136	4.1153	4.4464	4.0	3.8928	NULL	NULL	9.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3229020	1	93	31	5	12	25	2001-10-01	825	4.7024	4.7496	4.8328	4.612	4.6151	NULL	NULL	1.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3229146	1	98	897	3	0	0	2010-08-01	113	4.1917	4.2612	4.1938	4.2107	4.1011	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3229447	1	94	767	2	322	132	NULL	149	4.2282	4.2757	4.2527	4.2557	4.1286	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3229531	1	94	767	5	21	35	1990-01-01	716	4.7313	4.7658	4.7952	4.733	4.6311	3.0	23.0	5.5	0.20000000298023224	0.20000000298023224	0.20000000298023224	NULL	NULL	NULL	NULL	NULL
3230245	1	94	37	4	28	822	2012-05-01	160	4.3028	4.4233	4.3613	4.2005	4.2262	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3232765	1	96	651	4	0	0	1954-01-01	1092	4.373	4.4164	4.6627	4.3584	4.0546	18.0	29.0	14.0	2.799999952316284	2.799999952316284	2.799999952316284	NULL	NULL	NULL	NULL	NULL
3237091	1	94	767	3	0	0	2015-06-01	110	4.1747	4.2903	4.0753	4.1828	4.1505	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3237273	1	94	654	4	0	0	2014-06-01	186	4.3269	4.4464	4.2668	4.3067	4.2876	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3237511	1	96	40	2	1	110	2012-12-01	116	3.9941	4.0703	4.1953	3.9766	3.7344	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3238701	1	92	47	2	162	39	2014-10-01	93	4.4361	4.5374	4.3935	4.4302	4.3833	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3238932	1	93	135	2	0	0	2012-08-08	96	4.2278	4.1761	4.5345	4.2098	3.9908	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3239625	1	94	137	4	128	68	2012-05-01	176	4.5085	4.6037	4.4208	4.5264	4.4832	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	15
3239814	1	93	137	4	0	0	1994-01-01	115	4.1793	4.2566	4.3431	4.1097	4.0077	NULL	NULL	2.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3265882	1	98	44	2	0	0	2015-10-01	40	4.6014	4.7453	4.4434	4.8585	4.3585	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3267968	1	98	44	4	0	0	2008-06-01	373	4.1843	4.2484	4.1286	4.2453	4.1149	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3268395	1	94	147	4	0	0	2002-01-01	218	4.1995	4.3168	4.2443	4.1163	4.1205	7.0	26.0	9.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3291719	1	96	651	5	0	0	2007-05-01	407	4.433	4.4888	4.5629	4.346	4.3343	19.0	30.0	17.0	1.7999999523162842	1.7999999523162842	1.7999999523162842	NULL	NULL	NULL	NULL	NULL
3308246	1	94	133	4	0	0	2013-10-01	209	4.5788	4.6574	4.5523	4.5356	4.5698	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3328091	1	93	32	3	0	0	1996-03-01	204	4.0603	4.1245	4.1128	4.07	3.9339	NULL	NULL	5.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3328189	1	94	888	2	0	0	1987-01-01	233	4.0758	4.1718	4.0957	4.135	3.9006	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3358709	1	94	137	4	131	70	1993-04-01	360	4.4072	4.497	4.4751	4.4068	4.2498	9.0	18.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3359206	1	101	47	2	0	0	2015-11-01	3	0.0	0.0	0.0	0.0	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3361817	1	0	13572	4	0	0	2015-07-01	115	4.4394	4.4242	4.3636	4.4545	4.5152	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3363742	1	94	767	3	0	0	1999-06-01	86	3.9416	3.8939	4.4418	3.9324	3.4983	NULL	NULL	5.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3385141	1	94	767	4	10	9	2010-04-01	373	4.4226	4.5246	4.3616	4.4039	4.4005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3396467	1	104	900	4	0	0	2007-01-01	2008	3.6021	3.6445	3.7638	3.5734	3.4266	NULL	NULL	55.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
3440749	1	96	40	5	0	0	2012-10-01	152	4.4434	4.5801	4.4715	4.3094	4.4125	NULL	NULL	13.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3457052	1	101	36	4	0	0	2008-10-01	120	4.2217	4.3419	4.2578	4.2029	4.0841	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48
3459250	1	94	133	2	1	110	NULL	117	4.298	4.3586	4.4646	4.2727	4.096	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3463443	1	101	136	4	0	0	2013-12-01	190	4.4056	4.5305	4.3329	4.3485	4.4104	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3466677	1	93	135	5	22	18	2008-08-01	357	4.4767	4.5946	4.367	4.5083	4.4368	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3490421	1	93	31	4	0	0	2004-04-01	100	4.5377	4.5863	4.6948	4.5237	4.3459	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3503875	1	101	36	4	0	0	2008-10-01	120	4.2217	4.3419	4.2578	4.2029	4.0841	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48
3641579	1	92	32	3	665	750	1918-02-01	288	4.2886	4.4157	4.2732	4.351	4.1146	5.0	32.0	NULL	2.0999999046325684	2.0999999046325684	2.0999999046325684	NULL	NULL	NULL	NULL	NULL
3644141	1	94	37	4	1	111	NULL	64	4.7522	4.8252	4.6923	4.7657	4.7255	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3664595	1	105	653	2	0	0	2015-12-01	10	4.7132	4.7353	4.7941	4.6471	4.6765	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3684104	1	98	44	5	135	73	2010-08-01	371	4.652	4.7314	4.609	4.6232	4.6445	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3688941	1	94	767	3	0	0	2001-01-01	76	4.2513	4.3365	4.2513	4.2501	4.1674	NULL	NULL	8.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3708184	1	94	654	2	0	0	2015-01-01	20	4.9022	4.9348	4.8913	4.9348	4.8478	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3722408	1	94	135	3	0	0	2007-09-01	73	4.1825	4.2061	4.4963	4.0944	3.9332	2.5	30.0	3.5	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
3722681	1	94	135	5	37	14	1997-10-01	258	4.7249	4.7892	4.7229	4.7279	4.6596	5.0	30.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	263	NULL
3722744	1	96	899	4	0	0	2012-11-01	13	4.5603	4.6529	4.6294	4.4647	4.4941	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	98	98
3723836	1	94	37	5	22	18	2009-03-01	311	4.6268	4.7084	4.5832	4.6378	4.5779	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
3735218	1	98	44	3	0	0	2007-01-01	220	3.9022	3.8862	3.9332	4.0208	3.7684	30.0	3.0	32.0	3.0	3.0	3.0	NULL	NULL	NULL	NULL	NULL
3736590	1	94	767	4	665	825	1982-04-01	459	4.5589	4.5935	4.7081	4.5531	4.3809	3.0	24.0	4.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3742554	1	104	900	4	0	0	2008-10-01	148	4.0504	4.1822	3.9262	4.0998	3.9935	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3746201	1	93	133	3	0	0	2016-01-01	85	3.9	4.1333	3.8667	3.8	3.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3769931	1	96	40	5	325	170	2002-01-01	553	4.5536	4.6173	4.5587	4.573	4.4655	NULL	NULL	13.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
3770078	1	93	31	3	0	0	2005-07-01	92	3.7856	3.6475	4.2889	3.7173	3.4889	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3797875	1	92	41	4	0	0	2008-08-01	200	3.9388	3.9508	4.1288	3.9441	3.7314	NULL	NULL	NULL	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
3797973	1	98	44	3	0	0	2011-05-01	111	3.6085	3.65	3.7068	3.6205	3.4568	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3800472	1	92	41	4	10	37	2001-12-01	290	4.4216	4.4394	4.6211	4.4032	4.2225	5.5	29.0	2.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3801151	1	94	654	4	0	0	2007-12-01	155	4.0575	4.1697	4.133	3.9965	3.9309	NULL	NULL	19.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
3802439	1	94	147	5	665	825	2008-08-01	277	4.49	4.604	4.3909	4.5086	4.4567	NULL	NULL	NULL	4.0	4.0	4.0	NULL	NULL	NULL	NULL	NULL
3917421	1	92	41	5	22	17	2006-10-01	253	4.7479	4.8092	4.7624	4.7489	4.6709	7.0	45.0	5.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3917806	1	92	32	5	319	133	2008-06-01	329	4.5892	4.6916	4.5157	4.5601	4.5893	NULL	NULL	NULL	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
3918212	1	94	650	5	319	133	2008-04-01	353	4.5749	4.6637	4.5342	4.5879	4.5139	NULL	NULL	NULL	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
3926115	1	94	37	5	7	138	1988-01-01	589	4.7158	4.7484	4.7552	4.7006	4.6591	8.0	20.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4047397	1	98	897	5	0	0	2015-12-01	406	4.0833	4.375	3.4167	3.9167	4.625	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4144942	1	92	136	4	263	152	2014-12-01	184	4.4302	4.5811	4.3926	4.3382	4.4089	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4147581	1	94	767	2	291	50	2008-09-01	100	3.9287	3.9926	3.9741	3.9741	3.7741	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4151914	1	94	147	2	162	39	2013-11-01	128	4.164	4.3112	4.0214	4.2052	4.1184	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4283535	1	104	900	2	0	0	2014-08-01	88	4.4383	4.539	4.4675	4.3506	4.3961	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4292894	1	108	653	2	0	0	2015-08-01	80	4.2422	4.2813	4.3125	4.2188	4.1563	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4297486	1	96	650	2	524	547	NULL	204	3.9241	3.9138	4.2966	3.869	3.6172	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4300566	1	101	903	2	1	110	2015-12-01	116	4.6738	4.7571	4.7095	4.519	4.7095	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.0	NULL	NULL	NULL
4301672	1	92	136	3	5	49	2002-01-01	224	4.5764	4.6815	4.5541	4.5096	4.5605	NULL	NULL	8.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4301840	1	94	133	4	0	0	2012-06-01	200	4.3736	4.4396	4.6538	4.1319	4.2692	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4308749	1	101	147	3	0	0	NULL	40	4.5661	4.6942	4.4545	4.6198	4.4959	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4327894	1	96	651	4	0	0	2002-04-01	170	4.2701	4.3132	4.5345	4.1523	4.0805	NULL	NULL	16.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4346962	1	94	37	5	9	11	2013-03-01	289	4.6814	4.7671	4.604	4.6359	4.7185	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4348719	1	94	137	2	291	50	2011-11-01	72	4.3444	4.4091	4.4266	4.3566	4.1853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4364021	1	94	654	4	0	0	2014-06-01	186	4.3269	4.4464	4.2668	4.3067	4.2876	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4374066	1	94	767	5	21	55	1999-01-01	485	4.8128	4.8573	4.8355	4.7577	4.8009	NULL	NULL	6.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4374843	1	96	36	4	131	72	2009-10-01	262	4.5393	4.6367	4.5081	4.4824	4.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4397341	1	94	37	5	28	166	1992-01-01	526	4.5604	4.6163	4.7079	4.5681	4.3491	8.0	20.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
4398475	1	94	135	5	37	14	1997-10-01	258	4.7249	4.7892	4.7229	4.7279	4.6596	5.0	30.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	263	NULL
4425271	1	94	135	3	0	0	1999-01-01	160	4.2326	4.3201	4.2953	4.2457	4.0695	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4426244	1	96	36	4	0	0	2012-11-01	41	4.3624	4.5056	4.2481	4.3806	4.3153	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4477344	1	94	37	5	0	0	2003-01-01	240	4.4526	4.5231	4.525	4.4697	4.2926	10.0	20.0	10.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
4534597	1	94	654	4	0	0	2007-12-01	155	4.0575	4.1697	4.133	3.9965	3.9309	NULL	NULL	19.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
4542465	1	94	767	5	22	16	2007-11-01	588	4.7232	4.7877	4.7814	4.6505	4.6731	NULL	NULL	8.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5	1	94	37	5	28	166	1992-01-01	526	4.5604	4.6163	4.7079	4.5681	4.3491	8.0	20.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
12	1	93	31	5	0	0	1990-01-01	207	4.5741	4.5882	4.8171	4.5566	4.3346	2.5	22.5	1.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
19	1	93	31	5	0	0	1990-01-01	395	4.5404	4.5824	4.7105	4.493	4.3757	3.0	24.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
26	1	94	138	4	0	0	1990-01-01	530	4.3932	4.4633	4.5314	4.3239	4.2541	NULL	NULL	10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
40	1	94	37	4	0	0	1990-01-01	466	4.307	4.3299	4.5192	4.3421	4.037	7.5	20.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
47	1	105	889	4	0	0	1987-01-01	203	4.1358	4.2291	4.2277	4.0951	3.9914	NULL	NULL	NULL	NULL	NULL	NULL	39.733272552490234	116.34673309326172	NULL	NULL	NULL
54	1	96	651	4	0	0	1989-02-01	222	4.1978	4.2519	4.4777	4.2101	3.8515	22.0	30.0	14.0	2.200000047683716	2.200000047683716	2.200000047683716	NULL	NULL	NULL	NULL	NULL
61	1	93	31	4	0	0	1992-01-01	306	4.3998	4.4205	4.6321	4.3568	4.1898	3.0	30.0	1.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
68	1	92	32	3	665	750	1918-02-01	288	4.2886	4.4157	4.2732	4.351	4.1146	5.0	32.0	NULL	2.0999999046325684	2.0999999046325684	2.0999999046325684	NULL	NULL	NULL	NULL	NULL
75	1	96	36	3	0	0	1989-01-01	361	4.3	4.3565	4.4646	4.2983	4.0806	13.0	38.0	9.0	2.5999999046325684	2.5999999046325684	2.5999999046325684	NULL	NULL	NULL	NULL	NULL
89	1	103	894	3	0	0	1988-08-01	589	4.4003	4.446	4.6136	4.2853	4.2562	NULL	NULL	80.0	NULL	NULL	NULL	40.47064971923828	116.90762329101562	NULL	NULL	NULL
103	1	92	652	3	0	0	1987-01-01	25	4.4846	4.5588	4.5941	4.4588	4.3265	NULL	NULL	NULL	NULL	NULL	NULL	39.951904296875	116.39256286621094	NULL	NULL	NULL
117	1	96	651	4	0	0	1998-01-01	410	4.304	4.3571	4.467	4.2928	4.0992	17.5	23.0	14.0	2.799999952316284	2.799999952316284	2.799999952316284	NULL	NULL	NULL	NULL	NULL
145	1	93	47	3	0	0	1998-01-01	126	4.1261	4.1858	4.1681	4.0177	4.1327	NULL	NULL	10.0	NULL	NULL	NULL	39.87614822387695	116.39490509033203	NULL	NULL	NULL
152	1	96	650	4	0	0	1983-06-01	348	4.3333	4.4002	4.4705	4.3064	4.1563	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40
173	1	95	890	4	0	0	1973-10-01	130	4.1936	4.3368	4.2708	4.1146	4.0521	55.0	78.0	NULL	NULL	NULL	NULL	39.7342414855957	115.96632385253906	NULL	NULL	NULL
5556	1	94	137	4	131	70	1993-04-01	360	4.4072	4.497	4.4751	4.4068	4.2498	9.0	18.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
6179	1	94	37	3	0	0	1987-01-01	382	4.2942	4.3303	4.4081	4.3005	4.1381	8.0	20.0	10.0	1.5	1.5	1.5	NULL	NULL	NULL	NULL	NULL
6473	1	94	147	3	0	0	2002-01-01	235	4.0377	4.04	4.2645	4.0836	3.7625	NULL	NULL	8.0	NULL	NULL	NULL	39.885704040527344	116.46562957763672	NULL	NULL	NULL
6480	1	94	137	2	1	110	2013-09-01	94	4.2531	4.3769	4.1131	4.3442	4.1784	NULL	NULL	NULL	NULL	NULL	NULL	39.95984649658203	116.45286560058594	NULL	NULL	NULL
6564	1	94	147	5	0	0	1998-01-01	341	4.1655	4.199	4.3076	4.2192	3.936	6.5	27.0	9.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
7075	1	94	138	4	30	167	2007-01-01	440	4.3631	4.4272	4.3698	4.3902	4.2652	15.0	25.0	15.0	4.0	4.0	4.0	NULL	NULL	NULL	NULL	NULL
7166	1	94	135	3	0	0	1997-02-01	100	4.1521	4.1753	4.4027	4.1288	3.9014	NULL	NULL	NULL	NULL	NULL	NULL	39.910831451416016	116.44402313232422	NULL	NULL	NULL
11261	1	94	138	5	0	0	2000-02-01	332	4.5167	4.586	4.5914	4.4997	4.3898	NULL	NULL	13.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11331	1	92	652	3	0	0	1997-01-01	136	4.3435	4.3299	4.6164	4.4568	3.9708	8.0	25.0	5.0	1.5	1.5	1.5	NULL	NULL	NULL	NULL	NULL
